序号[l][#]	道具名称[l][#]	描述[l]	短描述	使用和产出说明	作用效果[l]	每日限制使用次数[l]	道具类型，根据效果分类[l][#]	转生次数[l]	使用等级[l]	使用者类型[l]	职业限制	物品等级[l]	出售价格[l]	道具品质[l][#]	道具图标[l]	掉落图标[l][#]	叠加上限[l]	无法丢弃摧毁(0可以、1不可以)[l]	有效时间（单位分钟）[l]	是否广播[l]	广播id	界面显示道具品质[l]	是否掉落公告	是否可使用[l]	英雄使用等级	神龙遗迹内是否可使用[l]（0是可以，1是不可以）	掉落特效[#]	红点特效[l]	排序(从大到小)	获得后自动使用[l]	背包类型（0普通1印记）[l]
3423	神盾炼体丹	#ffc000|【稀有物品】|n|#bfbfbf|使用后可|#00ff00|降低主角3级及以上大地之盾20%升级消耗。|n|#bfbfbf|若主角大地之盾小于|#00ff00| 2级 |#bfbfbf|则可直接提升主角大地之盾至|#00ff00| 2级 |#bfbfbf||n|#bfbfbf|主角大地之盾大于等于|#00ff00| 2级 |#bfbfbf|使用可获得|#00ff00|40个|#bfbfbf|大地之盾碎片|n|#4ba0de|【每日活动-特惠礼包】			2:2:282:40	0	1104	0	0	0	0	0	0	25	icon_ddzdzsd	icon_ddzdzsd	1	0	0	1	19813	25	0	1	0	0	0	0	16577	0	0
3424	神佑化气丹	#ffc000|【稀有物品】|n|#bfbfbf|使用后可|#00ff00|降低主角3级及以上神佑之令20%升级消耗。|n|#bfbfbf|若主角神佑之令小于|#00ff00| 2级 |#bfbfbf|则可直接提升主角神佑之令至|#00ff00| 2级 |#bfbfbf||n|#bfbfbf|主角神佑之令大于等于|#00ff00| 2级 |#bfbfbf|使用可获得|#00ff00|30个|#bfbfbf|神佑之令碎片|n|#4ba0de|【每日活动-特惠礼包】			3:2:283:30	0	1104	0	0	0	0	0	0	25	icon_syzlzsd	icon_syzlzsd	1	0	0	1	19814	25	0	1	0	0	0	0	16576	0	0
3425	龙魂破魔丹	#ffc000|【稀有物品】|n|#bfbfbf|使用后可|#00ff00|降低主角3级及以上不灭龙魂20%升级消耗。|n|#bfbfbf|若主角不灭龙魂小于|#00ff00| 2级 |#bfbfbf|则可直接提升主角不灭龙魂至|#00ff00| 2级 |#bfbfbf||n|#bfbfbf|主角不灭龙魂大于等于|#00ff00| 2级 |#bfbfbf|使用可获得|#00ff00|60个|#bfbfbf|不灭龙魂碎片|n|#4ba0de|【每日活动-特惠礼包】			4:2:284:60	0	1104	0	0	0	0	0	0	25	icon_bmlhzsd	icon_bmlhzsd	1	0	0	1	19815	25	0	1	0	0	0	0	16575	0	0
3426	法阵蕴神丹	#ffc000|【稀有物品】|n|#bfbfbf|使用后|#00ff00|主角4阶及以上法阵获得祝福值提高20%。|n|#bfbfbf|若主角法阵小于|#00ff00| 3阶 |#bfbfbf|则使用可让法阵直升至|#00ff00| 3阶 |#bfbfbf|并可激活法阵技能：幻影，战斗时有概率增加闪避效果。|n|#bfbfbf|大于等于|#00ff00|3阶|#bfbfbf|时使用则获得200阵灵石|n|#4ba0de|【每日活动-特惠礼包】			3:200	0	135	0	0	0	0	0	0	25	icon_fzysd	icon_fzysd	1	0	0	1	19819	25	0	1	0	0	0	0	16574	0	0
3427	聚灵升华丹	#ffc000|【稀有物品】|n|#bfbfbf|使用后|#00ff00|主角上品及以上聚灵获得聚灵值提高20%|#bfbfbf|，同时可获得|#00ff00|1000000灵力|#bfbfbf||n|#4ba0de|【每日活动-特惠礼包】			10:1000000	0	136	0	0	0	0	0	0	25	jlshd	jlshd	1	0	0	1	19820	25	0	1	0	0	0	0	16573	0	0
3428	聚灵升华丹(英雄)	#ffc000|【稀有物品】|n|#bfbfbf|使用后|#00ff00|英雄上品及以上聚灵获得聚灵值提高20%|#bfbfbf|，同时可获得|#00ff00|500000灵力|#bfbfbf||n|#4ba0de|【每日活动-特惠礼包】			10:500000	0	137	0	0	0	0	0	0	25	jlshdyx	jlshdyx	1	0	0	1	19821	25	0	1	0	0	0	0	16572	0	0
3429	经络蕴育丹	#ffc000|【稀有物品】|n|#bfbfbf|使用后|#00ff00|可永久提升舒经活络丸和金针30%爆率|#bfbfbf|，同时可一次性获得|#00ff00| 160颗 |#bfbfbf|舒经活络丸。|n|#4ba0de|【每日活动-特惠礼包】			270:160	0	138	0	0	0	0	0	0	25	icon_jlyyd	icon_jlyyd	1	0	0	1	19822	25	0	1	0	0	0	0	16571	0	0
3430	强化祝福丹	#ffc000|【稀有物品】|n|#bfbfbf|使用后|#00ff00|可永久提升5%强化成功率|#bfbfbf|，同时可一次性获得|#00ff00| 150颗 |#bfbfbf|祝福宝石。|n|#4ba0de|【每日活动-特惠礼包】			50:150	0	139	0	0	0	0	0	0	25	icon_qhzfd	icon_qhzfd	1	0	0	1	19823	25	0	1	0	0	0	0	16570	0	0
3432	血符凝魂丹(英雄)	#ffc000|【稀有物品】|n|#bfbfbf|使用后可|#00ff00|降低英雄3级及以上先天血符20%升级消耗。|n|#bfbfbf|若英雄先天血符小于|#00ff00| 2级 |#bfbfbf|则可直接提升英雄先天血符至|#00ff00| 2级 |#bfbfbf||n|#bfbfbf|英雄先天血符大于等于|#00ff00| 2级 |#bfbfbf|使用可获得|#00ff00|5个|#bfbfbf|先天血符碎片|n|#4ba0de|【装备悬赏】			1:2:281:5	0	1111	0	0	0	0	0	0	25	icon_xtxfzsd	icon_xtxfzsd	1	0	0	1	19824	25	0	1	0	0	0	0	16568	0	0
3433	神盾炼体丹(英雄)	#ffc000|【稀有物品】|n|#bfbfbf|使用后可|#00ff00|降低英雄3级及以上大地之盾20%升级消耗。|n|#bfbfbf|若英雄大地之盾小于|#00ff00| 2级 |#bfbfbf|则可直接提升英雄大地之盾至|#00ff00| 2级 |#bfbfbf||n|#bfbfbf|英雄大地之盾大于等于|#00ff00| 2级 |#bfbfbf|使用可获得|#00ff00|5个|#bfbfbf|大地之盾碎片|n|#4ba0de|【装备悬赏】			2:2:282:5	0	1111	0	0	0	0	0	0	25	icon_ddzdzsd	icon_ddzdzsd	1	0	0	1	19825	25	0	1	0	0	0	0	16567	0	0
3434	神佑化气丹(英雄)	#ffc000|【稀有物品】|n|#bfbfbf|使用后可|#00ff00|降低英雄3级及以上神佑之令20%升级消耗。|n|#bfbfbf|若英雄神佑之令小于|#00ff00| 2级 |#bfbfbf|则可直接提升英雄神佑之令至|#00ff00| 2级 |#bfbfbf||n|#bfbfbf|英雄神佑之令大于等于|#00ff00| 2级 |#bfbfbf|使用可获得|#00ff00|5个|#bfbfbf|神佑之令碎片|n|#4ba0de|【装备悬赏】			3:2:283:5	0	1111	0	0	0	0	0	0	25	icon_syzlzsd	icon_syzlzsd	1	0	0	1	19826	25	0	1	0	0	0	0	16566	0	0
3435	龙魂破魔丹(英雄)	#ffc000|【稀有物品】|n|#bfbfbf|使用后可|#00ff00|降低英雄3级及以上不灭龙魂20%升级消耗。|n|#bfbfbf|若英雄不灭龙魂小于|#00ff00| 2级 |#bfbfbf|则可直接提升英雄不灭龙魂至|#00ff00| 2级 |#bfbfbf||n|#bfbfbf|英雄不灭龙魂大于等于|#00ff00| 2级 |#bfbfbf|使用可获得|#00ff00|5个|#bfbfbf|不灭龙魂碎片|n|#4ba0de|【装备悬赏】			4:2:284:5	0	1111	0	0	0	0	0	0	25	icon_bmlhzsd	icon_bmlhzsd	1	0	0	1	19827	25	0	1	0	0	0	0	16565	0	0
3522	血符凝魂丹【激活】	#ffc000|【功能激活】|n|#bfbfbf|使用后可|#00ff00|降低主角3级及以上先天血符20%升级消耗。|n|#4ba0de|【用于激活永久功能】			1:0:281:0	0	1104	0	0	0	0	0	0	25	icon_xtxfzsd	icon_xtxfzsd	1	0	0	1	19812	25	0	1	0	0	0	0	16478	0	0
3523	神盾炼体丹【激活】	#ffc000|【功能激活】|n|#bfbfbf|使用后可|#00ff00|降低主角3级及以上大地之盾20%升级消耗。|n|#4ba0de|【用于激活永久功能】			2:0:282:0	0	1104	0	0	0	0	0	0	25	icon_ddzdzsd	icon_ddzdzsd	1	0	0	1	19813	25	0	1	0	0	0	0	16477	0	0
3524	神佑化气丹【激活】	#ffc000|【功能激活】|n|#bfbfbf|使用后可|#00ff00|降低主角3级及以上神佑之令20%升级消耗。|n|#4ba0de|【用于激活永久功能】			3:0:283:0	0	1104	0	0	0	0	0	0	25	icon_syzlzsd	icon_syzlzsd	1	0	0	1	19814	25	0	1	0	0	0	0	16476	0	0
3525	龙魂破魔丹【激活】	#ffc000|【功能激活】|n|#bfbfbf|使用后可|#00ff00|降低主角3级及以上不灭龙魂20%升级消耗。|n|#4ba0de|【用于激活永久功能】			4:0:284:0	0	1104	0	0	0	0	0	0	25	icon_bmlhzsd	icon_bmlhzsd	1	0	0	1	19815	25	0	1	0	0	0	0	16475	0	0
3526	法阵蕴神丹【激活】	#ffc000|【功能激活】|n|#bfbfbf|使用后|#00ff00|主角4阶及以上法阵获得祝福值提高20%。|n|#4ba0de|【用于激活永久功能】			0:0	0	135	0	0	0	0	0	0	25	icon_fzysd	icon_fzysd	1	0	0	1	19819	25	0	1	0	0	0	0	16474	0	0
3527	聚灵升华丹【激活】	#ffc000|【功能激活】|n|#bfbfbf|使用后|#00ff00|主角上品及以上聚灵获得聚灵值提高20%。|n|#4ba0de|【用于激活永久功能】			10:0	0	136	0	0	0	0	0	0	25	jlshd	jlshd	1	0	0	1	19820	25	0	1	0	0	0	0	16473	0	0
3528	聚灵升华丹(英雄)【激活】	#ffc000|【功能激活】|n|#bfbfbf|使用后|#00ff00|英雄上品及以上聚灵获得聚灵值提高20%。|n|#4ba0de|【用于激活永久功能】			10:0	0	137	0	0	0	0	0	0	25	jlshdyx	jlshdyx	1	0	0	1	19821	25	0	1	0	0	0	0	16472	0	0
3529	经络蕴育丹【激活】	#ffc000|【功能激活】|n|#bfbfbf|使用后|#00ff00|可永久提升舒经活络丸和金针30%爆率。|n|#4ba0de|【用于激活永久功能】			270:0	0	138	0	0	0	0	0	0	25	icon_jlyyd	icon_jlyyd	1	0	0	1	19822	25	0	1	0	0	0	0	16471	0	0
3530	强化祝福丹【激活】	#ffc000|【功能激活】|n|#bfbfbf|使用后|#00ff00|可永久提升5%强化成功率。|n|#4ba0de|【用于激活永久功能】			50:0	0	139	0	0	0	0	0	0	25	icon_qhzfd	icon_qhzfd	1	0	0	1	19823	25	0	1	0	0	0	0	16470	0	0
4000	一一活动类					0	0	0	0	0	0	1	0	6	ng	ng	1	0	0	0	0	6	0	0	0	0	0	0	16000	0	0
4011	材料宝箱钥匙	#ffc000|【钥匙】|n|#bfbfbf|可用于打开个人领域掉落的材料宝箱|n|#bfbfbf|在镇妖广场大量掉落|n|#4ba0de|【镇妖广场、活跃度、商城购买】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	503	0	0	0	0	0	0	24	ys	ys	100	0	0	0	0	24	0	0	0	1	0	0	15989	0	0
4021	玛雅通行证	#ffc000|【通行证】|n|#bfbfbf|用于在传送到玛雅神殿地图时消耗|n|#bfbfbf|可与盟重省安全区的|#00ff00| NPC-玛雅神殿 |#bfbfbf|对话，进入|#00ff00|玛雅神殿|n|#4ba0de|【怪物掉落、每日礼包、商城购买】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	502	0	0	0	0	0	0	26	mytxz	mytxz	100	0	0	0	0	26	0	0	0	1	0	0	15979	0	0
4031	锁妖塔卷轴	#ffc000|【通行证】|n|#bfbfbf|进入锁妖塔的凭证。|n|#bfbfbf|可从盟重省安全区的|#00ff00|【锁妖塔】|#bfbfbf|进入。|n|#4ba0de|【活动奖励、商城购买】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	501	0	0	1	0	0	0	26	sytjz	sytjz	100	0	0	0	0	26	0	0	0	1	0	0	15969	0	0
4051	金猪召唤令牌	#ffc000|【召唤道具】|n|#bfbfbf|可在|#2ca0f1|[盟重省]|#bfbfbf|召唤出金猪|n|#00ffd2|金猪掉落丰厚的金币奖励，掉落归属为召唤者|n|#4ba0de|【龙族寻宝】	#bfbfbf|在当前位置召唤出金猪	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	10410|104160:1000	0	522	0	0	1	0	0	0	24	jzzhl	jzzhl	100	0	0	0	0	24	0	0	0	1	0	0	15949	0	0
4061	屠魔宝箱钥匙	#ffc000|【钥匙】|n|#bfbfbf|用于打开屠魔禁地活动奖励的稀有宝箱，每轮宝箱必定可开出|#00ff00|2件[残]神装防具|#bfbfbf|。|n|#bfbfbf|可免费在屠魔禁地活动排名奖励和最后一击奖励中获得。|n|#4ba0de|【屠魔禁地奖励、商城购买】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	504	0	0	0	0	0	0	26	ys1	ys1	100	0	0	0	0	26	0	0	0	1	0	0	15939	0	0
4071	乱斗宝箱钥匙	#ffc000|【钥匙】|n|#bfbfbf|用于打开全民乱斗活动中出现的稀有宝箱，每轮宝箱必定可开出|#00ff00|2件[残]神装饰品|#bfbfbf|。|n|#bfbfbf|可免费在全民乱斗活动排名奖励中获得。|n|#4ba0de|【全民乱斗奖励、商城购买】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	505	0	0	0	0	0	0	26	ys2	ys2	100	0	0	0	0	26	0	0	0	1	0	0	15929	0	0
4081	万宝双倍爆率证	#ffc000|【通行证】|n|#bfbfbf|用于传送到万宝圣殿一层时消耗|n|#bfbfbf|可与盟重省摆摊区的|#00ff00| NPC-圣器守护者 |#bfbfbf|对话，进入|#00ff00|万宝圣殿一层|n|#4ba0de|【怪物掉落、每日礼包】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	506	0	0	0	0	0	0	24	sqtxz1	sqtxz1	100	0	0	0	0	24	1	0	0	1	0	0	15919	0	0
4082	万宝五倍爆率证	#ffc000|【通行证】|n|#bfbfbf|用于传送到万宝圣殿2~4层时消耗|n|#bfbfbf|可与盟重省摆摊区的|#00ff00| NPC-圣器守护者 |#bfbfbf|对话，进入|#00ff00|万宝圣殿2~4层|n|#4ba0de|【怪物掉落】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	506	0	0	0	0	0	0	25	sqtxz2	sqtxz2	100	0	0	0	0	25	1	0	0	1	0	0	15918	0	0
4083	万宝十倍爆率证	#ffc000|【通行证】|n|#bfbfbf|用于传送到跨服万宝圣殿5~7层时消耗|n|#bfbfbf|可与盟重省摆摊区的|#00ff00| NPC-圣器守护者 |#bfbfbf|对话，进入|#00ff00|跨服万宝圣殿5~7层|n|#4ba0de|【怪物掉落、商城购买】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	510	0	0	0	0	0	0	26	sqtxz3	sqtxz3	100	0	0	0	0	26	1	0	0	1	0	0	15917	0	0
4084	白银凭证	#ffc000|【屠龙意志】|n|#bfbfbf|使用后可无限次进入白银玛雅神殿，持续|#00ff00|24小时|n|#00ffd2|在白银玛雅神殿内击杀怪物享受|#2ca0f1|30%|#00ffd2|多倍掉率加成！|n|#00ffd2|连续使用会增加可进入时间，死亡不消失|n|#4ba0de|【礼包购买】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	101:86400000	0	360	0	0	0	0	0	1	24	pz_by	pz_by	1	0	0	1	20150	24	0	1	0	0	0	1	15909	1	0
4085	黄金凭证	#ffc000|【屠龙意志】|n|#bfbfbf|使用后可无限次进入黄金玛雅神殿，持续|#00ff00|24小时|n|#00ffd2|在黄金玛雅神殿内击杀怪物享受|#2ca0f1|60%|#00ffd2|多倍掉率加成！|n|#00ffd2|连续使用会增加可进入时间，死亡不消失|n|#4ba0de|【礼包购买】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	102:86400000	0	360	0	0	0	0	0	1	24	pz_hj	pz_hj	1	0	0	1	20151	24	0	1	0	0	0	1	15908	1	0
4086	王者凭证	#ffc000|【屠龙意志】|n|#bfbfbf|使用后可无限次进入王者玛雅神殿，持续|#00ff00|24小时|n|#00ffd2|在王者玛雅神殿内击杀怪物享受|#2ca0f1|100%|#00ffd2|多倍掉率加成！|n|#00ffd2|连续使用会增加可进入时间，死亡不消失|n|#4ba0de|【礼包购买】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	103:86400000	0	360	0	0	0	0	0	1	24	pz_wz	pz_wz	1	0	0	1	20152	24	0	1	0	0	0	1	15907	1	0
4211	鹤嘴锄	#ffc000|【采矿道具】|n|#bfbfbf|可用于在挖掘|#00ff00|矿石堆|#bfbfbf|时自动消耗|n|#00ffd2|可小幅度地提升采矿时获得强化石的几率|n|#4ba0de|【商城购买、开服礼包】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	526	0	0	0	0	0	0	5	hzc	hzc	100	0	0	0	0	5	0	0	0	1	0	0	15789	0	0
4271	押镖令	#ffc000|【押镖令】|n|#bfbfbf|刷新镖车品质。|n|#4ba0de|【怪物掉落】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1109	0	0	1	0	0	0	24	007020	007020	100	0	0	0	0	24	0	0	0	1	0	0	15729	0	0
4301	月光宝盒	#ffc000|【圣器】|n|#ffe599|月光守护：受攻击时触发守护效果，守护状态下，受到的伤害上限不会超过最大生命值的|#00ff00|30%|#ffe599|，持续|#00ff00|1.0秒|#ffe599|，触发间隔30秒。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	1	0	507	0	0	0	0	0	1	26	sqjh1	sqjh1	1	0	0	0	0	26	0	0	0	1	0	0	15699	0	0
4302	降魔杵	#ffc000|【圣器】|n|#ffe599|禁疗：攻击时，有5%的概率使目标无法恢复生命和魔法，|#00ff00|持续4秒|#ffe599|，触发间隔|#00ff00|60秒。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	2	0	507	0	0	0	0	0	1	26	sqjh2	sqjh2	1	0	0	0	0	26	0	0	0	1	0	0	15698	0	0
4303	落魂钟	#ffc000|【圣器】|n|#ffe599|禁疗削弱：受到禁疗效果时，可降低|#00ff00|10%|#ffe599|中禁疗持续时间，并有|#00ff00|10%|#ffe599|的概率免疫禁疗。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	3	0	507	0	0	0	0	0	1	26	sqjh3	sqjh3	1	0	0	0	0	26	0	0	0	1	0	0	15697	0	0
4304	芭蕉扇	#ffc000|【圣器】|n|#ffe599|禁飞：攻击时，有5%的概率使目标无法进行任何传送，|#00ff00|持续2秒|#ffe599|，触发间隔|#00ff00|60秒。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	4	0	507	0	0	0	0	0	1	26	sqjh4	sqjh4	1	0	0	0	0	26	0	0	0	1	0	0	15696	0	0
4305	昆仑镜	#ffc000|【圣器】|n|#ffe599|禁飞削弱：受到禁飞效果时，可降低|#00ff00|10%|#ffe599|中禁飞持续时间，并有|#00ff00|10%|#ffe599|的概率免疫禁飞。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	5	0	507	0	0	0	0	0	1	26	sqjh5	sqjh5	1	0	0	0	0	26	0	0	0	1	0	0	15695	0	0
4306	定海神珠	#ffc000|【圣器】|n|#ffe599|沉默：攻击时，有5%的概率使目标无法使用所有技能，|#00ff00|持续2秒|#ffe599|，触发间隔|#00ff00|60秒。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	6	0	507	0	0	0	0	0	1	26	sqjh6	sqjh6	1	0	0	0	0	26	0	0	0	1	0	0	15694	0	0
4307	番天印	#ffc000|【圣器】|n|#ffe599|沉默削弱：受到沉默效果时，可降低|#00ff00|10%|#ffe599|中沉默持续时间，并有|#00ff00|10%|#ffe599|的概率免疫沉默。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	7	0	507	0	0	0	0	0	1	26	sqjh7	sqjh7	1	0	0	0	0	26	0	0	0	1	0	0	15693	0	0
4308	玲珑塔	#ffc000|【圣器】|n|#ffe599|七窍玲珑心：攻击残血的角色或英雄时可额外提升伤害：|n|#ffe599|对生命值低于40%的目标，伤害提升|#00ff00|5%|#ffe599||n|#ffe599|对生命值低于30%的目标，伤害提升|#00ff00|10%|#ffe599||n|#ffe599|对生命值低于20%的目标，伤害提升|#00ff00|20%|#ffe599||n|#ffe599|对生命值低于10%的目标，伤害提升|#00ff00|30%。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-合服圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	8	0	507	0	0	0	0	0	1	26	sqjh8	sqjh8	1	0	0	0	0	26	0	0	0	1	0	0	15692	0	0
4309	乾坤伞	#ffc000|【圣器】|n|#ffe599|九阳乾坤罩：自身残血时，被角色或英雄攻击可降低受到的伤害：|n|#ffe599|生命值低于40%时，受到伤害降低|#00ff00|5%|#ffe599||n|#ffe599|生命值低于30%时，受到伤害降低|#00ff00|10%|#ffe599||n|#ffe599|生命值低于20%时，受到伤害降低|#00ff00|20%|#ffe599||n|#ffe599|生命值低于10%时，受到伤害降低|#00ff00|30%。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-合服圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	9	0	507	0	0	0	0	0	1	26	sqjh9	sqjh9	1	0	0	0	0	26	0	0	0	1	0	0	15691	0	0
4310	盘古幡	#ffc000|【圣器】|n|#ffe599|盘古开天地：攻击时，有|#00ff00|5%|#ffe599|概率释放连环闪电对多个目标造成伤害，并有|#00ff00|5%|#ffe599|概率眩晕其2秒。|n|#00ff00|技能效果随圣器等级提升而提高。|n|#4ba0de|【每日活动-合服圣器特惠、合成大师】		#ffff90|按Shift+左键发送至聊天框	10	0	507	0	0	0	0	0	1	26	sqjh10	sqjh10	1	0	0	0	0	26	0	0	0	1	0	0	15690	0	0
4321	月光宝盒碎片	#ffc000|【圣器材料】|n|#bfbfbf|集齐10个碎片可用于合成|#00ff00|月光宝盒|#bfbfbf|，在|#00ffd2| 圣器地图 |#bfbfbf|杀怪可高概率掉落获得。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#4ba0de|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	508	0	0	0	0	0	1	26	sqsp1	sqsp1	100	0	0	0	0	26	1	0	0	1	249	0	15679	0	0
4322	降魔杵碎片	#ffc000|【圣器材料】|n|#bfbfbf|集齐15个碎片可用于合成|#00ff00|降魔杵|#bfbfbf|，在|#00ffd2| 圣器地图 |#bfbfbf|杀怪可高概率掉落获得。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#4ba0de|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	508	0	0	0	0	0	1	26	sqsp2	sqsp2	100	0	0	0	0	26	1	0	0	1	249	0	15678	0	0
4323	落魂钟碎片	#ffc000|【圣器材料】|n|#bfbfbf|集齐15个碎片可用于合成|#00ff00|落魂钟|#bfbfbf|，在|#00ffd2| 圣器地图 |#bfbfbf|杀怪可高概率掉落获得。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#4ba0de|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	508	0	0	0	0	0	1	26	sqsp3	sqsp3	100	0	0	0	0	26	1	0	0	1	249	0	15677	0	0
4324	芭蕉扇碎片	#ffc000|【圣器材料】|n|#bfbfbf|集齐20个碎片可用于合成|#00ff00|芭蕉扇|#bfbfbf|，在|#00ffd2| 圣器地图 |#bfbfbf|杀怪可高概率掉落获得。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#4ba0de|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	508	0	0	0	0	0	1	26	sqsp4	sqsp4	100	0	0	0	0	26	1	0	0	1	249	0	15676	0	0
4325	昆仑镜碎片	#ffc000|【圣器材料】|n|#bfbfbf|集齐20个碎片可用于合成|#00ff00|昆仑镜|#bfbfbf|，在|#00ffd2| 圣器地图 |#bfbfbf|杀怪可高概率掉落获得。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#4ba0de|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	508	0	0	0	0	0	1	26	sqsp5	sqsp5	100	0	0	0	0	26	1	0	0	1	249	0	15675	0	0
4326	定海神珠碎片	#ffc000|【圣器材料】|n|#bfbfbf|集齐20个碎片可用于合成|#00ff00|定海神珠|#bfbfbf|，在|#00ffd2| 圣器地图 |#bfbfbf|杀怪可高概率掉落获得。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#4ba0de|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	508	0	0	0	0	0	1	26	sqsp6	sqsp6	100	0	0	0	0	26	1	0	0	1	249	0	15674	0	0
4327	番天印碎片	#ffc000|【圣器材料】|n|#bfbfbf|集齐20个碎片可用于合成|#00ff00|番天印|#bfbfbf|，在|#00ffd2| 圣器地图 |#bfbfbf|杀怪可高概率掉落获得。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#4ba0de|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	508	0	0	0	0	0	1	26	sqsp7	sqsp7	100	0	0	0	0	26	1	0	0	1	249	0	15673	0	0
4328	玲珑塔碎片	#ffc000|【圣器材料】|n|#bfbfbf|集齐25个碎片可用于合成|#00ff00|玲珑塔|#bfbfbf|，在|#00ffd2| 圣器地图 |#bfbfbf|杀怪可高概率掉落获得。|n|#bfbfbf|双击道具可快速前往|#00ffd2| 合成大师 |#bfbfbf|处|n|#4ba0de|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	508	0	0	0	0	0	1	26	sqsp8	sqsp8	100	0	0	0	0	26	1	0	0	1	249	0	15672	0	0
